ID,input,output,subset
ID_TR_Aka_Gha_CB323E35,"Ɔkwan bɛn so na mmabun betumi aboa nnamfo, atipɛnfo, anaa adɔfo a wɔahyia nna mu basabasayɛ denam nkuranhyɛ a wɔbɛhyɛ wɔn ma wɔakɔ ahomatrofo ""telephone"" a wɔde boa wɔn wɔ ɔhaw mu na wɔaka sɛ wɔne wɔn bɛkɔ anaasɛ wɔde atinka fam mmoa bɛma wɔ bere a wɔreyɛ saa no so?","Mmabun betumi aboa wɔn nnamfo, wɔn atipɛnfo, anaa wɔn adɔfo a wɔahyia nna mu basabasayɛ denam nkuranhyɛ a wɔbɛhyɛ wɔn ma wɔakɔ ahomatrofo ""telephone"" a wɔde boa wɔ ɔhaw mu no nkyɛn akɔhwehwɛ mmoa ne mmoa wɔ kokoam so. Wobetumi aka sɛ wɔbɛka wɔn ho wɔ ɔfrɛ no mu anaasɛ wɔde nkate fam mmoa bɛma ansa na wɔabɔ wɔn nsa akɔhwehwɛ mmoa ne bere a wɔawie no. Ɛho hia sɛ mmabun tie wɔn a wɔanya wɔn ti adidi mu a wonni atemmu, wɔma wɔn nkate yɛ nokware, na wɔma wɔn awerɛhyem sɛ mmoa a wɔbɛhwehwɛ no yɛ anammɔn a ɛyɛ akokoduru na ɛma tumi a ɛkɔ ayaresa ne ahoɔden mu.",Aka_Gha
ID_TR_Aka_Gha_E6B3C944,"Ɔkwan bɛn so na nhyehyɛe ahorow a wɔde kɔ mpɔtam hɔ no betumi aboa me ma manya nsɛm ne nneɛma a ɛfa nyinsɛn ano a wosiw, nna mu nyarewa ""STI"" ano a wosiw, ne awo akwahosan ""RH"" ho nsɛmti afoforo ho?","Mpɔtam hɔ nkɔmmɔdie nhyehyɛeɛ ma mmabun nya nsɛm ne nneɛma a ɛyɛ nokware fa nyinsɛn ano aduru, nna mu nyarewa ""STI"" ano aduru, ne awoɔ akwahosan ho nsɛmti foforɔ ho denam akwan ahodoɔ so: Nhomasua nhyiamu: Dwumadie no de nhyiamu ne nsɛm a wɔka fa awoɔ akwahosan ho nsɛmti ahodoɔ ho ma, a akwan a wɔfa so siw nyinsɛn ano, akwan a wɔfa so siw nna mu nyarewa (STI) ano, ne abusuabɔ pa ka ho. Nneɛma a wɔde kyekyɛ: Mpɛn pii no, nhyiam ahorow a wɔde kɔ nkurɔfo nkyɛn no bi ne nkyerɛkyerɛ nneɛma, nhomawa ahorow, ne nhomawa ahorow a nsɛm a ɛfa nyinsɛn ano a wosiw, STIs, nyinsɛn a wosiw ano, ne baabi a wobetumi anya awo akwahosan ho nnwuma ho a wɔkyekyɛ. Afotu a wɔde ma obiara: Adwumayɛfo a wɔatete wɔn ne atuhoamafo de afotu a wɔde sie ma a mmabun betumi abisa nsɛm, asusuw nneɛma a ɛhaw wɔn ho, na wɔanya awo akwahosan ho nsɛm ne akwankyerɛ a ɛfa wɔn ankasa ho. Nnwuma a wɔde kɔma nkurɔfo: Dwumadi ahorow a wɔde kɔ nkurɔfo nkyɛn no de mmabun bata akwahosan ho adwumayɛfo, ayaresabea ahorow, ne mpɔtam hɔ nneɛma afoforo a wobetumi anya nyinsɛn ano aduru, nna mu nyarewa (STI) nhwehwɛmu, afotu, ne awo akwahosan ho nnwuma afoforo ho.",Aka_Gha
ID_TR_Aka_Gha_F5B78CC7,Nneɛma anaa mmoa nkitahodie bɛn na ɛwɔ hɔ a ɛbɛboa mmabun ma wɔadi nna mu ɔhaw ne akwahosan ho nsɛm a ɛfa ho ho dwuma?,"Akwahosan Ho Nnurumafo: Nnuruyɛfo, mmea ho animdefo, ne ntini ho animdefo betumi de aduruyɛ mu nhwehwɛmu ne ayaresa ama. Nna mu akwahosan ho ayaresabea ahorow de ɔhwɛ titiriw ma wɔ nna mu akwahosan ho haw ahorow ho. Afotu Dwumadibea: Ɔbarima ne ɔbea nna ho ayaresa ho animdefo anaa afotufo betumi aboa ma wɔadi adwene mu nsɛm ho dwuma. Adwene mu akwahosan ho adwumayɛfo betumi aboa wɔ nkate fam afã horow ho. Mmoa Akuw: Intanɛt so anaa ankorankoro mmoa akuw ma ankorankoro a wɔwɔ nsɛm a ɛte saa ara. Ntrɛwmu ne Ntrɛwmu a Wɔde Mmoa: Aman pii wɔ telefon a wɔde boa wɔn ma wonya nna mu akwahosan ho nsɛmmisa ne nsɛm a ɛhaw adwene. Ntrɛwmu a wɔde frɛ nkurɔfo te sɛ 0540-118-999, 5100 (wɔn a wɔde MTN di dwuma), PPA Yenkasa dijitaal beae (0800202010, whatsapp-0245118228) betumi aboa ma wɔadi wo haw ahorow ho dwuma Nhomasua mu Nneɛma: Wɛbsaet ne nhoma ahorow a wotumi de ho to so a ɛfa nna mu akwahosan, dwumadi a entumi nyɛ adwuma yiye, ne ayaresa ho. Nna ho nkyerɛkyerɛ nhyehyɛe ahorow a ɛtwe adwene si nsɛm a ɛkɔ akyiri so. Mmoa a wɔbɛhwehwɛ afi saa nneɛma yi hɔ no betumi ama mmabun a wɔredi nna mu ɔhaw anaa akwahosan ho nsɛm a ɛfa ho ho dwuma no anya mmoa ne akwankyerɛ a ɛsom bo.",Aka_Gha
ID_TR_Aka_Gha_CBC84759,kwan bɛn so na dɛmdi ho abakɔsɛm ne asetena mu atɛntrenee akuo te sɛ ɔmanfo hokwan ahorow ne mmaasɛm ho kuo di ahyia?,"Wɔaka nnipa hokwan ahorow pii ama nnipa a wɔadi dɛm a ɛne asetena mu atɛntrenee akuo afoforo a ɔmanfo ahyehyɛde ahorow ayɛ no abɔ mu. Mmofra a wɔadi dɛm ho abakɔsɛm ne asetena mu atɛntrenee akuw afoforo, te sɛ ɔmanfo hokwan ne mmea ho adwene afrafra kɛse. Sɛnea ɛte ni: Nkannyan: Ɔmanfo hokwan kuo no nkonimdi na ɛkanyan mmubuafo hokwan ahorow no. Nnipa a wɔadi dɛm huu sɛnea akuw a wɔato wɔn sintidua betumi ako ama pɛyɛ ne wɔn a wɔka ho. Akwan a Wɔkyɛ: Mmofra a wɔadi dɛm hokwan ho adwumayɛfo faa akwan horow a efi ɔmanfo hokwan ahorow kuw no hɔ, te sɛ sit-ins ne protests, de ma nkurɔfo hu nyiyimu: Nkitahodi akuo abien no nyinaa ko ma ɔmanfo a wobu nnipa nyinaa, a dɛmdi, anaa ɔbarima ne ɔbaa nna mfa ho mmea nyinaa mu, a wɔn a wɔadi dɛm ka ho.",Aka_Gha
ID_TR_Aka_Gha_BC67F831,"Adwuma bɛn na ayaresafoɔ di wɔ awoɔ ntoatoasoɔ mu, na mɛyɛ dɛn anya bi?   Helafo a wɔde ayaresa ma no di dwuma bɛn wɔ apam a wɔde ma mmerante ne mmabaa no mu, na ɛyɛɛ dɛn na metumi anya apam a wɔde ma ho afotu ne nnwuma?","Ayaresafo  di dwuma titiriw wɔ apam a wɔde ma mmerante ne mmabaa no mu denam: Apam a wɔde ma ho afotu a edi mũ, a nsɛm fa apam a wɔde ma ho akwan ahorow, nea mfaso wɔ so, asiane ahorow, ne nea ɛfata ho ka ho. Akwan a wɔfa so de apam a wɔde ma a ɛfata yiye a egyina onipa no ahiade, nea ɔpɛ, ne apɔwmuden ho nsusuwii ahorow so a wɔbɛpɛ sɛ wonya no a wɔde hwɛ apɔwmuden, nhwehwɛmu, ne nsɔhwɛ ahorow yɛe. Apam a wɔde ma, te sɛ awo a wɔde siw ano, nkataso, bɔtini, dua, IUD, anaa condom a wɔde siw ano, a egyina adanse so akwankyerɛ ne nneyɛe pa so na wɔde ma anaa wɔde ma. Nkɔso a edi hɔ, ahotɔ, ne apam a wɔde ma a wɔde siw ano a wɔapaw no ahotɔ ho nhyehyɛe ne nea ɛwɔ so no a wɔde hwɛ so na wɔde hwɛ so bere nyinaa. Wubetumi anya apam a wɔde ma ho afotu ne nnwuma denam bere a wode bɛhyehyɛw helani, te sɛ ayaresafo a ɔhwɛ obiara, ɔbea helani, anaa abusua nhyehyɛe adwumayɛbea, baabi a wubetumi anya ahintasɛm ne mmerante ne mmabaa apɔwmuden nnwuma a wɔayɛ no pɛpɛɛpɛ ama w'ahiade ne nea wopɛ.",Aka_Gha
ID_TR_Aka_Gha_2B70E525,Mmabun betumi anya haw ewɔ abɛɛfo ntentan so mmoa bere biara anaa?,Pii yɛ adwuma da mu nu nyinaa. Ebi wɔ bere pɔtee. Hwɛ abɛɛfo ntentan no so.,Aka_Gha
ID_TR_Aka_Gha_A8AA7158,"Dɛn nti na kokoamsɛm ho hia wɔ akwahosan ho, titire ma mmabun a wɔrehwehwɛ nna ne awo akwahosan ho nhyehyɛe?",Ahintasɛm ho hia ma mmabun a wɔrehwehwɛ nna ne awo akwahosan ho nhyehyɛe efisɛ: Ɛhyɛ ahotoso ho nkuran: Ɛda adi sɛ mmabun bɛhwehwɛ ayarehwɛ sɛ wɔwɔ ahotoso sɛ wɔbɛkora wɔn nsɛm so a. Ɛhyɛ nkitahodi a ɛda adi pefee ho nkuran: Ahintasɛm ma mmabun tumi susuw nsɛm a ɛho hia ho a wonsuro sɛ wobebu wɔn atɛn anaa nea ebefi mu aba. Ɛbɔ kokoam nsɛm ho ban: Ɛbɔ hokwan a mmabun wɔ sɛ wonya kokoam nsɛm ne ahofadi wɔ wɔn akwahosan ho gyinaesi ahorow ho ban.,Aka_Gha
ID_TR_Aka_Gha_15B52908,Mɛyɛ dɛn ako ama nna ho nkyerɛkyerɛ a ɛfa nna mu ɔhaw ne akwahosan 'health' ho nsɛm ka ho?,"Nhomasua Ɔsatu 'Educational Campaigns' : Yɛ anaa boa ɔsatu ahorow a ɛhyɛ nna ho nkyerɛkyerɛ a ɛkɔ akyiri ho nkuran. Ma nkurɔfo nhu hia a ɛho hia sɛ wɔde nsɛmti te sɛ nna mu ɔhaw, pene a wɔpene so, ne twaka 'relationship' pa ka ho. Kasa: Kɔ sukuu baguafo nhyiam horow na ka hia a ehia sɛ wɔkyerɛkyerɛ nna ho nkyerɛkyerɛ no nne. Kyerɛw nkrataa kɔma nhomasua mpanyimfo anaa mpɔtam hɔ ananmusifo a wɔkamfo nna ho nkyerɛkyerɛ a ɛka obiara ho kyerɛ. Kɔka Akuw a Wɔkamfo Ho: Kɔka ahyehyɛde ahorow a wɔde wɔn adwene si nna mu akwahosan ne nhomasua so no ho. Fa wo ho hyɛ nhyiam anaa ɔsatu ahorow a saa akuw yi hyehyɛ de ma nkurɔfo hu no mu. Mpɔtam hɔfoɔ a wɔde wɔn ho bɛhyɛ mu: Yɛ nhyiamu anaa nhyiamu wɔ wo mpɔtam hɔ de kyerɛkyerɛ afoforo hia a ɛho hia sɛ wɔkyerɛkyerɛ nna ho nkyerɛkyerɛ a ɛkɔ akyiri. Hyɛ awofo ne wɔn a wɔhwɛ wɔn nkuran sɛ wɔmmoa nna ho nkyerɛkyerɛ wɔ sukuu ahorow mu. Fa Social Media Di Dwuma: Kyɛ nsɛm a ɛma nsɛm pii, video ahorow, anaa nneɛma a ɛfa nna mu akwahosan ne hia a ɛho hia sɛ wonya nhomasua a ɛkɔ akyiri ho. Fi ase bɔ nkɔmmɔ wɔ Intanɛt so fa hia a ehia sɛ wɔde nna ho nkyerɛkyerɛ a ɛka obiara ho no ho.",Aka_Gha
ID_TR_Aka_Gha_48A639D0,So nea broni ka no 'resources' anaa nneɛma bi wɔ hɔ a wokamfo kyerɛ sɛ wɔmfa nhwehwɛ adwene ahorow a ɛfa nna mu akwahosan ne abusuabɔ ho?,"Yiw, nneɛma pii wɔ hɔ a wobetumi anya, a nhoma ahorow, wɛbsaet ahorow, ne nhomasua nhyehyɛe ahorow ka ho, a ɛma wonya adwene ahorow wɔ nna mu akwahosan ne abusuabɔ ho. Nhoma ahorow bi a wɔkamfo kyerɛ ne nea woka no brofo mu se ""Perfectly Normal"" a Robie H. Harris kyerɛwee ne ""Sex, Puberty, and All That Stuff"" a Jacqui Bailey kyerɛwee. Wɛbsaet te sɛ 'Planned Parenthood ne Scarleteen' nso de nsɛm a ɛkɔ akyiri ne mmoa ma.",Aka_Gha
ID_TR_Aka_Gha_83F4A9A9,"Yebetumi anya nkɔmmɔbɔ a emu da hɔ na ɛkɔ so daa wɔ me suahunu a menya wɔ intanɛt so, a dadwen anaa nsɛmmisa biara a mewɔ wɔ nna ne awoɔ mu apɔmuden nsɛm ho ka ho?","Wo ne wo awofoɔ nkasa fa wo su a woda no adi wɔ abɛɛfo ntentan  so ho, a dadwen anaa nsɛmmisa biara a wowɔ wɔ nna ne awoɔ mu apɔmuden nsɛm ho ka ho. Kɔ so ne wɔn kasa na hyɛ wo awofoɔ nkuran ma wɔntie a wɔremmu wo fɔ anaa wɔrenkasa nkyerɛ wo. Fa wo nkɔmmɔbɔ no di dwuma sɛ akwannya a wode bɛkyɛ nsɛm, ahwehwɛ afotu, na woadi haw anaa asɛm biara a wohyia wɔ abɛɛfo kwantenpɔn so ho dwuma. Kae sɛ wo awofoɔ wɔ hɔ sɛ wɔrebɛboa wo na wɔama wo akwankyerɛ bere a worefa abɛɛfo  wiase no mu na woresusu nsɛm a ɛfa nna ne awoɔ mu apɔmuden ho.",Aka_Gha
ID_TR_Aka_Gha_A9F25336,"Ɔkwan bɛn so na me gyinapɛn ne gyidi ahorow nya adwene a mewɔ wɔ ɔbarima ne ɔbea dwumadi ahorow, nipasu, ne nsɛm a wɔda no adi wɔ nna mu abusuabɔ ho no so nsusuansobɔ?","Wo gyinapɛn ne wo gyidi ahorow na ɛkyerɛ wo nsusuwii wɔ ɔbarima ne ɔbea dwumadi, nipasu, ne nsɛm a woda no adi wɔ nna mu nkitahodie ho. Sɛ nhwɛso no, sɛ wugye di sɛ mmarima ne mmea pɛyɛ ne obu ma ankorankoro ahofadi a, wubetumi abu abusuabɔ sɛ fekubɔ a egyina wɔn baanu nyinaa pene ne nkitahodi so sen sɛ wubebu mmarima ne mmea dwumadi ahorow a wɔde di dwuma wɔ amanne kwan so. Wo gyidi ahorow a ɛfa ɔbarima ne ɔbea nna ho nkyerɛkyerɛmu ne nea wɔda no adi ho nso nya sɛnea wote nipasu ahorow a ɛwɔ abusuabɔ mu ase na wubu no so nkɛntɛnso.",Aka_Gha
ID_TR_Aka_Gha_A2086977,"Dɛn ne akwan pa a wɔfa so gyina adwennwen ne dadwen a ɛfa nyinsɛn ho ano? (akwan a wɔfa so gye wɔn ahome, akuw a wɔboa) .","Akwan a ahoɔden wom a wɔfa so gyina ano ni: Akwan a wɔfa so gye wɔn ahome: Fa ahome a emu dɔ yɛ apɔw-mu-teɛteɛ, adwennwen. Fa wo ho hyɛ dwumadi ahorow a w’ani gye ho kɛse sɛ wo ne w’atipɛnfo anaa nnipa a wɔboa wo no mu. Akuw a Wɔboa: Sɛ wo ne mmabun afoforo a wɔyem bɛkasa a, ebetumi ama yɛate ase na yɛaboa.",Aka_Gha
ID_TR_Aka_Gha_9E87E04C,Akwan bɛn na mmabun bɛtumi afa so akasa atia awo ho ntɛnkyea ne nsonsonoe a ɛwɔ wɔn mpɔtam hɔ?,"Mmabun betumi akasa atia awoɔ mu ntɛnkyea ne nsonsonoe a ɛwɔ wɔn mpɔtam hɔ denam ɔsɔretia ho nhyehyɛe a wɔbɛyɛ, adesrɛ a wɔde bɛsrɛ sɛ wɔnyɛ nsakrae wɔ nhyehyɛe mu, ɔmanfo nkyerɛkyerɛ ɔsatu ahorow a wɔde wɔn ho bɛhyɛ mu, nne a wɔde to nkyɛn a wɔbɛma ayɛ kɛse, ne mpɔtam hɔfo nkɔmmɔbɔ ne tumi a wɔbɛma anya nkɔso so.",Aka_Gha
ID_TR_Aka_Gha_55CEE5DB,"Mɛyɛ dɛn atumi anya mmea ho adwumayɛbea bere a meyɛ ɔbabun, na ɛhe na metumi akɔ akɔhwehwɛ mmoa ne mmoayɛ?","Wubetumi anya mmea ho ayaresa bere a woyɛ ɔbabun denam: Apomodenho ɔyaresafo a ne ho akokwaw wɔ mmabun mmea ho, te sɛ mmea ho oduruyɛfo, abusua oduruyɛfo, anaa mmofra oduruyɛfo a wobɛkɔ akɔsra no so. Awoɔ apomoden ayaresabea ahorow, mpɔtam hɔ apomoden asoɛe ahorow, anaa akwahosan asoɛe ahorow a ɛwɔ sukuu mu a wɔde nnwuma a ɛfata mmabun ma a wɔde bedi dwuma. Mmoa a wobɛhwehwɛ afi mpanyimfo a wogye wɔn di te sɛ awofo, wɔn a wɔhwɛ wɔn, anaa sukuu afotufo hɔ, a wobetumi aboa wo ma woanya nneɛma ne mmoa a ɛfata. Wubetumi anya nsɛm pii afa mmea ho dwumadie ho denam telefon a ɛdidi soɔ yi so, 0540-118-999, 5100 (MTN dwumadiefoɔ),ne PPA&#39;s Yenkasa digital center (0800202010, whatsapp-0245118228)",Aka_Gha
ID_TR_Aka_Gha_17E8392A,"Ɔkwan bɛn so na mfiridwuma betumi ama nkitahodi a ɛda mmabun ne akwahosan ho adwumayɛfo ntam no ayɛ mmerɛw, na wɔahwɛ ahu sɛ wɔde kokoam ne kokoamsɛm sie wɔ nkɔmmɔbɔ a ɛyɛ katee a ɛfa nna ne awo akwahosan ho mu?","Mfiridwuma betumi ama nkitahodi a ɛda mmabun ne akwahosan ho adwumayɛfo ntam no ayɛ mmerɛw wɔ akwan horow so: Nea yɛfrɛ no wɔ broɔfo kasa mu sɛ Telemedicine platforms: Video so nkɔmmɔbɔ, nkɔmmɔbɔ dwumadi ahorow, ne telefon so nhyiam ma mmabun tumi hwehwɛ kokoam afotu, afotu, ne ayaresa mmoa wɔ akyirikyiri. Mobile health (mHealth) apps: Nkrasɛm a ahobammɔ wom ma mmabun tumi bisa nsɛm, bisa nnuru a wɔkyerɛw ma wɔn, anaasɛ wɔyɛ nhyehyɛe ma wɔne akwahosan ho adwumayɛfo bɛkɔ bere a wɔhwɛ kokoam nsɛm ne kokoamsɛm so. Intanɛt so nhyiam ahorow a wɔmmɔ wɔn din: Atipɛnfo mmoa akuw a wɔyɛ no sɛnea ɛte ne nhyiam ahorow a wɔhwɛ so ma mmabun nya baabi a ahobammɔ wɔ sɛ wɔbɛkyɛ osuahu ahorow, ahwehwɛ afotu, na wɔanya nna ne awo akwahosan ho nsɛm a ɛyɛ nokware a wɔmfa wɔn ho nkyerɛ.",Aka_Gha
ID_TR_Aka_Gha_D1843324,Mɛyɛ dɛn afa nna mu nkɔso so na mahwehwɛ me nna mu wɔ ɔkwan a ahoɔden wom na ahobammɔ wom so wɔ mmerantebere ne mmabaabere mu?,"Sua adeɛ fa nna mu apɔmuden, ne akwan a yɛfa so si nyinsɛn kwan ho. Wo ne ahokafo nni nkitaho pefee, na hu sɛ ɛnyɛ hwee sɛ wobɛka dabi wɔ biribiara a ɛmma w'akoma ntɔ wo yam. Da wo nna mu atenka adi wɔ akwan a ɛrennyae wo anaa obiara hwee so. Sɛ́ wobɛyɛ ɔbaabun a ɔtwi ne ho firi mpa mu agoro a, ɛyɛ ahobammɔ pa fi nyarewa a wonya fi nna mu a HPV ne HIV ka ho",Aka_Gha
ID_TR_Aka_Gha_F3B63FE1,Mmabunbere ka me nna mu nkɔsoɔ sɛn?,Mmabunbere kanyan nkwaadɔm a ɛde nipadua mu nsakrae a edidi so yi ba mmeawa mu: nufu nyin ne brayɛ mfiase. mmarimaa: anim nhwi nyin wɔ mmarimaa mmadwoa mu. Ɛkanyan nna ho nkate nso.,Aka_Gha
ID_TR_Aka_Gha_C04A96C4,"Nneɛma bi wɔ hɔ a ɛbɛboa me ma makyerɛkyerɛ m’abusua adwenemyare ne nna mu apɔmuden ho ade? (wɛbsaet ahorow, nhomasua nneɛma) .","YMK app """"filla"""" ɔfa kasa kyerɛ apɔmuden ho adwumayɛfoɔ bi wɔ adwenemyareɛ ho nsɛm ho nya mmoa firi GHS-YMK ɔfotufoɔ frɛ PPAG yenkasa wɔ 0800202010 (wɔntua hwee) UNICEF Agoo SHE+ wɔ 5100 wɔ mtn Marie frɛ 0302242517""""",Aka_Gha
ID_TR_Aka_Gha_3C20592F,"Ɔkwan bɛn so na mmabun betumi de nsɛm ama anaa wɔaka wɔn suahu ahorow ama ɔhaw ho afotu adwumayɛbea ahorow, aboa ama nkɔso akɔ so na wɔahwɛ ahu sɛ saa nnwuma yi kɔ so yɛ nea mmerante ne mmabaa a wohia mmoa no kɔ so nya, ɛyɛ adwuma, na etu mpɔn?","Nsɛm a Wɔde Ma ne Osuahu a Wɔbɛkyɛ: Mmabun betumi de nsɛm ama anaasɛ wɔde wɔn suahu ama ɔhaw ho afotu adwuma denam akwan horow so, te sɛ nhwehwɛmu, nsɛm a wɔde ma ho nkrataa, anaa nkitahodi tẽẽ a wɔne wɔn a wɔde nnwuma ma no di. Saa nsɛm a wɔka yi boa ma nkɔsoɔ kɔ so na ɛhwɛ sɛ nnwuma kɔ so yɛ nea mmeranteɛ ne mmabaa a wohia mmoa no kɔ so nya, ɛyɛ adwuma, na ɛyɛ adwuma yiye.",Aka_Gha
ID_TR_Aka_Gha_AC3C5640,Mɛyɛ dɛn ama m'abusua aboa me aduane ema apomuden kɔsɔ (nutrition) bere a mereyɛ anyin?,"Metumi de m'abusa a ka me aduane apomuden ho sɛ, me Kasa mehiade. Ebi te sɛ, mekyerɛ ɔmɔ sɛ ɛkɔm de me. Yɛbɛtumi atɔ anaa so sɛ yɛbɛnoa abomu.  sɛmɛboa ama yɛnoa apomuden aduane p). Kyerɛkyerɛ so wɔhɔ; sɛmɛ ka nea measua kyerɛ wɔn. Hwehwɛ mmoa. sɛ yebisa aduane pa a ɛwɔ fie.",Aka_Gha
ID_TR_Aka_Gha_4F77A665,Nneɛma anaa mmoa nkitahodi bɛn na ɛwɔ hɔ a ɛbɛboa me ma masua pii afa nyɔnkofa a ɛyɛ papa ho na mahwehwɛ mmoa sɛ ɛho hia a?,"Sukuu Afotufoɔ: Sukuu afotufoɔ bɛtumi de akwankyerɛ ne nneɛma a ɛfa nyɔnkofa papa ne baabi a wɔbɛhwehwɛ mmoa ama. Mpɔtam Ahyehyɛde ahorow: Ahyehyɛde ahorow te sɛ mmabun mmeae anaa mpɔtam hɔ akwahosan ayaresabea ahorow betumi de nhyehyɛe ahorow a ɛfa abusuabɔ pa ho ama. abɛɛfo kwantenpɔn so Nneɛma: abɛɛfo ntentan ne abɛɛfo kwantenpɔn so nsɛm te sɛ YMK de nsɛm a ɛfa abusuabɔ pa, ntawntawdi ano aduru, ne nkitahodi ho nimdeɛ ma. Ahomatorofo ne Mmoa Ntrɛwmu: Ahomatorofo te sɛ 0540-118-999, 5100 (MTN dwumadiefoɔ), PPA Yenkasa digital center (0800202010, whatsapp-0245118228) na wobetumi de kokoam mmoa ne afotuo ama wɔ abusuabɔ ho nsɛm ho. Nhoma ne Nsɛm: Sɛ yɛkenkan nneɛma a ɛfa abusuabɔ pa, nkitahodi, ne atenka mu nyansa ho a, ebetumi aboa. Mmoa Akuo: Mpɔtam hɔ mmoa akuo anaa nkɔmmɔdie a atipɛnfoɔ di anim ma baabi a ahotɔ wɔ a wɔbɛkyɛ suahunu na wɔasua biribi afiri afoforɔ hɔ.",Aka_Gha
ID_TR_Aka_Gha_39820CFF,Akwan bɛn na etu mpɔn wɔ mmarimaa ne mmerante a wɔde wɔn ho bɛhyɛ mu sɛ ayɔnkofo wɔ mmɔden a wɔbɔ sɛ wobesiw GBV ano na wɔhyɛ mmarimayɛ pa ho nkuran wɔ mpɔtam a ntawntawdi aka wɔn no mu?,"Nkyerɛkyerɛ ne Nteaseɛ (Education and Awareness):Ntetee ne amanneɛbɔ dwumadi a wɔde ma mmarima mbabaa fa awudie a ɛfa mmaa ne mmarima ntam (GBV), ayɔnkofa pa, ne mmarimayɛ pa ho no tumi kanyan wɔn ma wɔsesa amammerɛ mu nneyɛe bɔne na ɛhyɛ wɔn den ma wɔboa mmaa.Mpɔtam Nkabom (Community Involvement):Mmarima mbabaa a wɔde wɔn bɛhyɛ mpɔtam hɔ dwumadi ahorow mu, te sɛ ntetee sukuu (workshops), nkɔmmɔbɔ akuo, ne ntetee a mbabaa ankasa di anim no, ma wɔnya kyɛfa kɛseɛ wɔ akwan a wɔfa so si GBV kwan na wɔhyɛ nneyɛe pa ho nkuran.Nhwɛsodeɛ Pa (Role Modeling):Mmarima a wɔyɛ nhwɛsodeɛ pa wɔ mpɔtam a ɔko rekɔ so, a wɔda obu ne basabasa-enni-mu nneyɛe adi no, ma mmarima mbabaa hu nhwɛsodeɛ a ɛyɛ den a wobetumi asuasua.",Aka_Gha
ID_TR_Aka_Gha_CE7AE7F6,"Amammere ne nneyɛe bɛn na ɛwɔ hɔ fa nna ahyɛaseɛ, hyeɛ a yɛhyehyɛ, ne pene a yɛde ma ho, na sɛn na saa amammere yi sesa wɔ aman, asɔre, ne mmusuakuo ahodoɔ mu?","Amammere ne nneyɛeɛ a ɛfa nna ahyɛaseɛ, hyeɛ a yɛhyehyɛ, ne nnyinam a yɛde ma ho no sesa wɔ aman, asɔre, ne mmusuakuo ahodoɔ mu. Amammere na ɛkyerɛ sɛdeɛ wɔhyɛ nna ase. Aman bi mu no, wɔsi so dua paa sɛ ɛsɛ sɛ yɛde anofafa kyerɛ paa sɛ yɛpɛ ansa, bere a aman foforɔ mu no, wɔnam nneyɛeɛ anaa nsɛnkyerɛnneɛ a obiara te aseɛ so kyerɛ. Hyeɛ a Yɛhyehyɛ: Sɛdeɛ yɛka nea yɛpɛ ne nea yɛmpɛ wɔ nna mu ho no nso sesa. Aman bi mu no, wɔhyɛ nkuran sɛ kyerɛ nea wopɛ ne nea wompɛ pefee wɔ kasa mu, nanso aman foforɔ mu no, wɔnam nneyɛeɛ anaa nteaseɛ a ɛda hɔ so kyerɛ. Na akwan a yɛfa so kyerɛ sɛ yɛpene nna so no sesa yie wɔ amammere ahodoɔ mu. Aman bi si so dua sɛ ɛsɛ sɛ yɛde kasa kyerɛ pefee sɛ aane, nanso aman foforɔ mu no, wɔnam nneyɛeɛ ne amammere kwan so atetesɛm so kyerɛ nnyinam.",Aka_Gha
ID_TR_Aka_Gha_32FA2DE8,Sɛn na mmabun bɛko atia nyiyimu ne animteasebu ne amammerɛ akyiwade fa nna mu nsɛm ho?,Wobetumi asiw saa kwan ɛhaw yi ano ne sɛ wɔbɛbɔ ho dahuruw akyerɛ: Kyerɛkyerɛ wo nnamfo de yi atoro firi hɔ. Mpɔtam nkitahodi 'community dialogue': Yɛ nhyiamu wɔ mpɔtam de ma nteaseɛ. Social media/Arts: Fa intanɛt ne 'arts' di dwuma de ka wo suahunu. Nkabomyɛ 'Collaboration': Ne NGOs nyɛ adwuma. Empowerment: Gyina wo hokwan so na hwehwɛ obu.,Aka_Gha
ID_TR_Aka_Gha_25B8FD4B,"Hokwan ahorow bɛn na ɛwɔ hɔ ma mmabun sɛ wɔde wɔn ho bɛhyɛ wim nsakrae tebea ho adeyɛ ne mmɔdenbɔ a wɔde bɛkamfo a ɛde ASRH di kan, te sɛ nkɔso a ɛtra hɔ daa, ahoɔden a wɔyɛ no foforo, ne nneɛma a ɛyɛ frɔmfrɔm a wɔbɛhyɛ ho nkuran?","Nsɛm a Wɔka Kyerɛ: Mmabun betumi de wɔn ho ahyɛ wim nsakrae tebea ho adeyɛ ne mmɔdenbɔ a wɔde bɛbɔ wɔn ho ban mu denam nhyiam ahorow a ɛde ASRH di kan, a ɛko ma nkɔso a ɛtra hɔ daa, ahoɔden a wɔyɛ no foforo, ne nneɛma a ɛyɛ frɔmfrɔm. Nnwuma a mmabun di anim: Nnwuma a mmabun di anim mu kyɛfa a wonya no ma mmabun tumi de wɔn nne, wɔn adwene, ne wɔn nneyɛe boa nnwuma a ɛfa wim tebea ho a ɛne ASRH di nkitaho, na ɛma tumi ne akannifo ho nimdeɛ nya nkɔso.",Aka_Gha
